symbol1	symbol2	experimental	database	textmining	combined_score	gene1	gene2
HDAC3	NFKB1	554	900	493	975	ENSP00000302967	ENSP00000226574
HDAC3	RB1	544	900	0	952	ENSP00000302967	ENSP00000267163
HDAC3	STAT3	516	900	111	953	ENSP00000302967	ENSP00000264657
HDAC3	RELA	510	900	452	970	ENSP00000302967	ENSP00000384273
HDAC3	RBBP7	361	600	303	806	ENSP00000302967	ENSP00000369424
HDAC3	GATA2	319	900	58	930	ENSP00000302967	ENSP00000345681
HDAC3	NCOR2	957	900	910	999	ENSP00000302967	ENSP00000384018
HDAC3	EZH2	555	600	641	930	ENSP00000302967	ENSP00000320147
HDAC3	YY1	516	900	191	957	ENSP00000302967	ENSP00000262238
HDAC3	MORF4L1	613	0	754	900	ENSP00000302967	ENSP00000331310
HDAC3	HDAC1	175	900	0	913	ENSP00000302967	ENSP00000362649
H2AC8	H2AZ1	888	0	0	888	ENSP00000303373	ENSP00000296417
H2AC8	H3C11	842	0	90	850	ENSP00000303373	ENSP00000483283
H2AC8	H3C14	842	0	223	872	ENSP00000303373	ENSP00000358154
H2AC8	H3C10	842	0	90	850	ENSP00000303373	ENSP00000358160
H2AC8	H2AC17	820	0	0	820	ENSP00000303373	ENSP00000352627
H2AC8	H2AC15	820	0	0	820	ENSP00000303373	ENSP00000482431
H2AC8	H3C13	915	0	223	931	ENSP00000303373	ENSP00000333277
H2AC8	H2AC12	820	0	0	820	ENSP00000303373	ENSP00000366679
H2AC8	DDB2	949	0	0	949	ENSP00000303373	ENSP00000256996
H2AC8	H4C3	958	0	95	960	ENSP00000303373	ENSP00000367034
H2AC8	H3C15	842	0	223	872	ENSP00000303373	ENSP00000385479
H2AC8	H2AC16	820	0	0	820	ENSP00000303373	ENSP00000482538
H2AC8	RUVBL2	836	0	0	835	ENSP00000303373	ENSP00000473172
H2AC8	H3C3	842	0	90	850	ENSP00000303373	ENSP00000484658
H2AC8	H4C4	840	0	95	848	ENSP00000303373	ENSP00000479461
H2AC8	H4-16	840	0	95	848	ENSP00000303373	ENSP00000443017
H2AC8	H3C7	842	0	90	850	ENSP00000303373	ENSP00000484095
H2AC8	H4C14	840	0	95	848	ENSP00000303373	ENSP00000462667
H2AC8	H2AC11	820	0	0	820	ENSP00000303373	ENSP00000352119
H2AC8	H2BC3	875	0	320	911	ENSP00000303373	ENSP00000482674
H2AC8	H3C1	879	0	90	886	ENSP00000303373	ENSP00000480826
H2AC8	INO80B	800	0	0	800	ENSP00000303373	ENSP00000233331
H2AC8	H2BC12	876	0	122	887	ENSP00000303373	ENSP00000349430
H2AC8	ACTR5	949	0	0	949	ENSP00000303373	ENSP00000243903
H2AC8	RUVBL1	836	0	0	835	ENSP00000303373	ENSP00000318297
H2AC8	H4C15	877	0	95	884	ENSP00000303373	ENSP00000462355
H2AC8	H4C8	840	0	95	848	ENSP00000303373	ENSP00000366956
H2AC8	H2AC4	800	0	0	800	ENSP00000303373	ENSP00000483842
H2AC8	H3C4	879	0	90	886	ENSP00000303373	ENSP00000366999
H2AC8	DOT1L	806	0	0	805	ENSP00000303373	ENSP00000381657
H2AC8	H4C9	840	0	95	848	ENSP00000303373	ENSP00000481486
H2AC8	H2BU1	836	0	257	872	ENSP00000303373	ENSP00000479284
H2AC8	H2BC11	959	0	189	965	ENSP00000303373	ENSP00000476136
H2AC8	DDB1	948	0	0	948	ENSP00000303373	ENSP00000301764
H2AC8	H4C12	840	0	95	848	ENSP00000303373	ENSP00000479794
H2AC8	H4C2	840	0	95	848	ENSP00000303373	ENSP00000366974
H2AC8	H4C1	840	0	95	848	ENSP00000303373	ENSP00000479106
H2AC8	H3C8	842	0	90	850	ENSP00000303373	ENSP00000484638
H2AC8	H3C2	842	0	90	850	ENSP00000303373	ENSP00000484841
H2AC8	H3-4	935	0	90	938	ENSP00000303373	ENSP00000355657
H2AC8	H2AC14	800	0	0	800	ENSP00000303373	ENSP00000328484
H2AC8	H4C13	840	0	95	848	ENSP00000303373	ENSP00000480960
H2AC8	H3C12	959	0	90	961	ENSP00000303373	ENSP00000352252
H2AC8	H4C6	854	0	95	862	ENSP00000303373	ENSP00000244537
H2AC8	H4C5	840	0	95	848	ENSP00000303373	ENSP00000484789
H2AC8	H4C11	840	0	95	848	ENSP00000303373	ENSP00000347168
H2AC8	H3C6	842	0	90	850	ENSP00000303373	ENSP00000482271
H2AC8	H2AC13	820	0	0	820	ENSP00000303373	ENSP00000351589
PDS5A	RAD21	908	600	937	997	ENSP00000303427	ENSP00000297338
PDS5A	STAG1	616	600	694	948	ENSP00000303427	ENSP00000372689
PDS5A	SMC1A	906	600	379	974	ENSP00000303427	ENSP00000323421
PDS5A	SMC3	937	600	879	996	ENSP00000303427	ENSP00000354720
PDS5A	STAG2	787	600	499	953	ENSP00000303427	ENSP00000218089
PDS5A	PDS5B	754	300	232	856	ENSP00000303427	ENSP00000313851
PDS5A	RFC1	678	0	446	813	ENSP00000303427	ENSP00000371321
CDC25A	CCNB1	647	0	633	864	ENSP00000303706	ENSP00000256442
CDC25A	CDK2	590	0	761	897	ENSP00000303706	ENSP00000266970
CDC25A	CHEK1	579	0	673	856	ENSP00000303706	ENSP00000388648
COPS6	GPS1	961	900	198	996	ENSP00000304102	ENSP00000376167
COPS6	COPS8	957	900	241	996	ENSP00000304102	ENSP00000346340
COPS6	CUL4A	674	600	441	920	ENSP00000304102	ENSP00000364589
COPS6	VHL	800	0	0	800	ENSP00000304102	ENSP00000256474
COPS6	RBX1	907	600	97	963	ENSP00000304102	ENSP00000216225
COPS6	COPS3	963	900	0	996	ENSP00000304102	ENSP00000268717
COPS6	COPS2	990	900	367	999	ENSP00000304102	ENSP00000299259
COPS6	COPS7A	980	900	597	999	ENSP00000304102	ENSP00000438115
COPS6	DDB2	718	600	0	882	ENSP00000304102	ENSP00000256996
COPS6	CUL4B	721	600	288	913	ENSP00000304102	ENSP00000384109
COPS6	COPS7B	981	900	259	998	ENSP00000304102	ENSP00000362710
COPS6	COPS5	989	900	920	999	ENSP00000304102	ENSP00000350512
COPS6	COPS4	992	900	911	999	ENSP00000304102	ENSP00000264389
COPRS	PRMT5	515	600	891	977	ENSP00000304327	ENSP00000319169
UBB	DNMT1	932	0	0	932	ENSP00000304697	ENSP00000352516
UBB	FANCI	843	600	0	934	ENSP00000304697	ENSP00000310842
UBB	VCP	722	600	140	896	ENSP00000304697	ENSP00000351777
UBB	RPS27A	956	300	0	967	ENSP00000304697	ENSP00000272317
UBB	RBX1	804	600	141	926	ENSP00000304697	ENSP00000216225
UBB	H4-16	823	0	0	823	ENSP00000304697	ENSP00000443017
UBB	KMT2A	825	0	0	825	ENSP00000304697	ENSP00000436786
UBB	H4C14	823	0	0	823	ENSP00000304697	ENSP00000462667
UBB	RNF168	847	0	0	847	ENSP00000304697	ENSP00000320898
UBB	UBA52	956	300	0	967	ENSP00000304697	ENSP00000388107
UBB	POLI	854	600	0	939	ENSP00000304697	ENSP00000462664
UBB	REV1	847	600	0	936	ENSP00000304697	ENSP00000258428
UBB	H3C13	826	0	0	826	ENSP00000304697	ENSP00000333277
UBB	H4C5	823	0	0	823	ENSP00000304697	ENSP00000484789
UBB	H4C11	823	0	0	823	ENSP00000304697	ENSP00000347168
UBB	WDR48	836	600	0	931	ENSP00000304697	ENSP00000307491
UBB	H2AC18	829	0	58	831	ENSP00000304697	ENSP00000358155
UBB	H2AC14	822	0	49	823	ENSP00000304697	ENSP00000328484
UBB	H4C13	823	0	0	823	ENSP00000304697	ENSP00000480960
UBB	UIMC1	857	0	0	857	ENSP00000304697	ENSP00000366434
UBB	PCNA	856	600	0	939	ENSP00000304697	ENSP00000368458
UBB	WDR5	919	0	0	918	ENSP00000304697	ENSP00000351446
UBB	H4C1	823	0	0	823	ENSP00000304697	ENSP00000479106
UBB	FANCD2	829	600	0	928	ENSP00000304697	ENSP00000287647
UBB	UBE2L6	829	600	0	928	ENSP00000304697	ENSP00000287156
UBB	H2BC8	831	0	0	831	ENSP00000304697	ENSP00000445633
UBB	DOT1L	814	0	0	813	ENSP00000304697	ENSP00000381657
UBB	RAD23A	870	600	0	945	ENSP00000304697	ENSP00000467024
UBB	TRIM25	805	600	0	918	ENSP00000304697	ENSP00000323889
UBB	H4C15	823	0	0	823	ENSP00000304697	ENSP00000462355
UBB	H2BC7	831	0	0	831	ENSP00000304697	ENSP00000348924
UBB	H2BC6	831	0	0	831	ENSP00000304697	ENSP00000483237
UBB	H4C8	823	0	0	823	ENSP00000304697	ENSP00000366956
UBB	RAD23B	769	600	0	903	ENSP00000304697	ENSP00000350708
UBB	KMT2C	825	0	0	825	ENSP00000304697	ENSP00000262189
UBB	H3C15	826	0	0	826	ENSP00000304697	ENSP00000385479
UBB	H4C3	823	0	0	823	ENSP00000304697	ENSP00000367034
UBB	TP53BP1	800	0	0	800	ENSP00000304697	ENSP00000371475
UBB	UBE2N	945	600	0	976	ENSP00000304697	ENSP00000316176
UBB	H4C4	823	0	0	823	ENSP00000304697	ENSP00000479461
UBB	UBC	842	300	247	909	ENSP00000304697	ENSP00000441543
UBB	RBBP5	919	0	0	919	ENSP00000304697	ENSP00000264515
UBB	H3C14	826	0	0	826	ENSP00000304697	ENSP00000358154
UBB	ASH2L	919	0	0	918	ENSP00000304697	ENSP00000340896
UBB	H4C6	823	0	0	823	ENSP00000304697	ENSP00000244537
UBB	USP7	940	600	0	975	ENSP00000304697	ENSP00000343535
UBB	RAD18	932	600	55	972	ENSP00000304697	ENSP00000264926
UBB	H2AC19	829	0	58	831	ENSP00000304697	ENSP00000475814
UBB	MDM4	804	0	0	804	ENSP00000304697	ENSP00000356150
UBB	H4C2	823	0	0	823	ENSP00000304697	ENSP00000366974
UBB	NPLOC4	640	600	119	862	ENSP00000304697	ENSP00000331487
UBB	TDP2	800	0	0	800	ENSP00000304697	ENSP00000367440
UBB	H4C12	823	0	0	823	ENSP00000304697	ENSP00000479794
UBB	H2BC10	831	0	0	831	ENSP00000304697	ENSP00000366962
UBB	H2BC11	820	600	0	924	ENSP00000304697	ENSP00000476136
UBB	H2BC4	831	0	0	831	ENSP00000304697	ENSP00000321744
UBB	UBA1	922	600	0	967	ENSP00000304697	ENSP00000338413
UBB	ERCC6	813	0	0	813	ENSP00000304697	ENSP00000348089
UBB	UBE2V2	905	600	268	969	ENSP00000304697	ENSP00000428209
UBB	MDM2	846	0	0	846	ENSP00000304697	ENSP00000258149
UBB	H4C9	823	0	0	823	ENSP00000304697	ENSP00000481486
FEN1	MSH6	774	0	258	825	ENSP00000305480	ENSP00000234420
FEN1	PCNA	963	600	387	990	ENSP00000305480	ENSP00000368458
FEN1	POLD4	800	600	0	916	ENSP00000305480	ENSP00000311368
FEN1	APEX1	270	800	489	918	ENSP00000305480	ENSP00000216714
FEN1	WRN	525	0	915	957	ENSP00000305480	ENSP00000298139
FEN1	POLD3	800	600	0	916	ENSP00000305480	ENSP00000263681
FEN1	BLM	483	0	638	804	ENSP00000305480	ENSP00000347232
FEN1	POLB	0	800	659	928	ENSP00000305480	ENSP00000265421
FEN1	DNA2	536	0	892	947	ENSP00000305480	ENSP00000351185
FEN1	NEIL1	0	0	887	886	ENSP00000305480	ENSP00000347170
FEN1	POLD1	848	600	43	936	ENSP00000305480	ENSP00000406046
FEN1	SETX	139	0	876	888	ENSP00000305480	ENSP00000224140
FEN1	RECQL	744	0	295	811	ENSP00000305480	ENSP00000416739
FEN1	DDX11	406	0	805	879	ENSP00000305480	ENSP00000440402
FEN1	MSH2	699	0	383	806	ENSP00000305480	ENSP00000233146
FEN1	POLD2	800	600	0	916	ENSP00000305480	ENSP00000480186
KMT5B	NCOA2	0	900	0	900	ENSP00000305899	ENSP00000399968
PPP4R4	PPP4R2	300	900	217	940	ENSP00000305924	ENSP00000349124
PPP4R4	PPP4R1	0	720	356	811	ENSP00000305924	ENSP00000383402
PPP4R4	PPP4C	595	360	556	874	ENSP00000305924	ENSP00000279387
YWHAG	CDKN1B	281	900	0	925	ENSP00000306330	ENSP00000228872
YWHAG	TSC2	557	900	466	974	ENSP00000306330	ENSP00000219476
YWHAG	MTOR	152	900	0	911	ENSP00000306330	ENSP00000354558
YWHAG	TSC1	290	900	77	928	ENSP00000306330	ENSP00000298552
YWHAG	SFN	692	900	0	967	ENSP00000306330	ENSP00000340989
YWHAG	YWHAB	733	900	144	975	ENSP00000306330	ENSP00000361930
YWHAG	YWHAH	784	900	0	977	ENSP00000306330	ENSP00000248975
YWHAG	YWHAQ	500	900	97	950	ENSP00000306330	ENSP00000371267
YWHAG	YWHAZ	759	900	298	981	ENSP00000306330	ENSP00000379287
YWHAG	CDC25B	669	900	107	967	ENSP00000306330	ENSP00000245960
YWHAG	YWHAE	738	900	343	981	ENSP00000306330	ENSP00000264335
YWHAG	CDC25C	553	600	338	871	ENSP00000306330	ENSP00000321656
OGG1	XRCC1	270	0	867	898	ENSP00000306561	ENSP00000262887
YEATS2	KAT8	250	720	145	804	ENSP00000306983	ENSP00000406037
YEATS2	DMAP1	642	720	402	934	ENSP00000306983	ENSP00000361363
YEATS2	MBIP	681	800	247	947	ENSP00000306983	ENSP00000399718
YEATS2	KAT5	250	720	301	840	ENSP00000306983	ENSP00000340330
YEATS2	TADA3	703	800	0	938	ENSP00000306983	ENSP00000307684
YEATS2	RUVBL1	253	720	206	819	ENSP00000306983	ENSP00000318297
YEATS2	MEAF6	169	720	303	823	ENSP00000306983	ENSP00000362166
YEATS2	SGF29	659	800	0	928	ENSP00000306983	ENSP00000316114
YEATS2	POLE3	369	720	0	815	ENSP00000306983	ENSP00000363286
YEATS2	KAT2B	546	720	108	876	ENSP00000306983	ENSP00000263754
YEATS2	DR1	600	800	114	922	ENSP00000306983	ENSP00000359295
YEATS2	TADA2A	536	800	304	929	ENSP00000306983	ENSP00000481091
YEATS2	ACTL6A	356	720	153	833	ENSP00000306983	ENSP00000397552
YEATS2	EPC1	223	720	216	814	ENSP00000306983	ENSP00000263062
YEATS2	KAT14	533	800	372	936	ENSP00000306983	ENSP00000392318
YEATS2	RUVBL2	243	720	188	812	ENSP00000306983	ENSP00000473172
YEATS2	TRRAP	261	720	156	810	ENSP00000306983	ENSP00000352925
YEATS2	WDR5	649	800	0	926	ENSP00000306983	ENSP00000351446
YEATS2	ZZZ3	270	800	367	899	ENSP00000306983	ENSP00000359837
YEATS2	KAT2A	546	720	257	897	ENSP00000306983	ENSP00000225916
APLF	PRKDC	270	900	270	942	ENSP00000307004	ENSP00000313420
APLF	DCLRE1C	0	900	0	900	ENSP00000307004	ENSP00000367527
APLF	XRCC6	938	900	0	993	ENSP00000307004	ENSP00000352257
APLF	XRCC5	918	900	844	998	ENSP00000307004	ENSP00000375978
APLF	XRCC4	483	900	850	991	ENSP00000307004	ENSP00000421491
APLF	XRCC1	715	0	604	882	ENSP00000307004	ENSP00000262887
APLF	POLM	0	900	0	900	ENSP00000307004	ENSP00000379174
APLF	LIG4	694	900	0	968	ENSP00000307004	ENSP00000484288
WDR48	USP1	806	900	947	998	ENSP00000307491	ENSP00000343526
WDR48	UBC	945	600	0	977	ENSP00000307491	ENSP00000441543
WDR48	UBA52	800	600	0	916	ENSP00000307491	ENSP00000388107
WDR48	UBB	836	600	0	931	ENSP00000307491	ENSP00000304697
WDR48	RAD51AP1	729	0	647	900	ENSP00000307491	ENSP00000228843
WDR48	RPS27A	817	600	0	923	ENSP00000307491	ENSP00000272317
WDR48	FANCI	494	0	640	810	ENSP00000307491	ENSP00000310842
TADA3	SAP130	0	800	0	800	ENSP00000307684	ENSP00000350333
TADA3	MBIP	612	800	0	919	ENSP00000307684	ENSP00000399718
TADA3	TADA1	746	900	314	981	ENSP00000307684	ENSP00000356848
TADA3	YEATS2	703	800	0	938	ENSP00000307684	ENSP00000306983
TADA3	KAT2B	915	900	952	999	ENSP00000307684	ENSP00000263754
TADA3	TAF12	938	900	0	993	ENSP00000307684	ENSP00000263974
TADA3	TAF6L	934	900	0	993	ENSP00000307684	ENSP00000294168
TADA3	SUPT7L	685	900	0	967	ENSP00000307684	ENSP00000336750
TADA3	TADA2B	877	800	686	991	ENSP00000307684	ENSP00000308022
TADA3	ENY2	0	900	0	900	ENSP00000307684	ENSP00000429986
TADA3	TADA2A	874	900	805	997	ENSP00000307684	ENSP00000481091
TADA3	DR1	687	800	0	934	ENSP00000307684	ENSP00000359295
TADA3	TAF9	822	900	0	981	ENSP00000307684	ENSP00000370193
TADA3	SUPT20H	952	800	366	993	ENSP00000307684	ENSP00000417510
TADA3	KAT14	731	800	0	943	ENSP00000307684	ENSP00000392318
TADA3	TAF5L	901	900	0	989	ENSP00000307684	ENSP00000258281
TADA3	TAF10	949	900	0	994	ENSP00000307684	ENSP00000299424
TADA3	SUPT3H	947	900	0	994	ENSP00000307684	ENSP00000360515
TADA3	BRD8	324	720	141	823	ENSP00000307684	ENSP00000254900
TADA3	ATXN7L3	788	900	0	977	ENSP00000307684	ENSP00000397259
TADA3	SGF29	854	900	931	998	ENSP00000307684	ENSP00000316114
TADA3	KAT2A	916	900	947	999	ENSP00000307684	ENSP00000225916
TADA3	ZZZ3	615	800	0	919	ENSP00000307684	ENSP00000359837
TADA3	TRRAP	939	900	0	993	ENSP00000307684	ENSP00000352925
TADA3	USP22	649	900	0	963	ENSP00000307684	ENSP00000261497
TADA3	WDR5	656	800	0	928	ENSP00000307684	ENSP00000351446
MUS81	SLX1B	0	0	806	806	ENSP00000307853	ENSP00000328940
MUS81	ERCC4	618	600	263	877	ENSP00000307853	ENSP00000310520
MUS81	ERCC1	826	600	791	984	ENSP00000307853	ENSP00000013807
MUS81	EME2	270	800	892	982	ENSP00000307853	ENSP00000457353
MUS81	SLX1A	483	0	798	890	ENSP00000307853	ENSP00000251303
MUS81	SLX4	762	500	907	988	ENSP00000307853	ENSP00000294008
MUS81	ATRX	203	0	868	890	ENSP00000307853	ENSP00000362441
MUS81	FAAP24	370	600	536	872	ENSP00000307853	ENSP00000466121
MUS81	CHEK2	662	0	630	869	ENSP00000307853	ENSP00000372023
MUS81	EME1	953	800	953	999	ENSP00000307853	ENSP00000376952
TADA2B	TAF5L	862	800	0	971	ENSP00000308022	ENSP00000258281
TADA2B	SUPT20H	892	800	0	977	ENSP00000308022	ENSP00000417510
TADA2B	TRRAP	915	800	0	982	ENSP00000308022	ENSP00000352925
TADA2B	USP22	502	800	0	896	ENSP00000308022	ENSP00000261497
TADA2B	SAP130	0	800	0	800	ENSP00000308022	ENSP00000350333
TADA2B	KAT2B	799	720	785	986	ENSP00000308022	ENSP00000263754
TADA2B	TADA1	762	800	0	950	ENSP00000308022	ENSP00000356848
TADA2B	TAF10	861	800	0	971	ENSP00000308022	ENSP00000299424
TADA2B	SGF29	792	800	274	967	ENSP00000308022	ENSP00000316114
TADA2B	SUPT7L	766	800	0	951	ENSP00000308022	ENSP00000336750
TADA2B	SUPT3H	886	800	319	983	ENSP00000308022	ENSP00000360515
TADA2B	ATXN7L3	866	800	144	975	ENSP00000308022	ENSP00000397259
TADA2B	KAT2A	799	900	737	994	ENSP00000308022	ENSP00000225916
TADA2B	TAF6L	781	800	0	954	ENSP00000308022	ENSP00000294168
TADA2B	TADA3	877	800	686	991	ENSP00000308022	ENSP00000307684
TADA2B	TAF12	889	800	338	984	ENSP00000308022	ENSP00000263974
TADA2B	TAF9	786	720	0	937	ENSP00000308022	ENSP00000370193
TADA2B	ENY2	228	800	0	838	ENSP00000308022	ENSP00000429986
H2AZ2	H4C15	845	0	192	869	ENSP00000308405	ENSP00000462355
H2AZ2	H4C8	845	0	192	869	ENSP00000308405	ENSP00000366956
H2AZ2	H4-16	845	0	192	869	ENSP00000308405	ENSP00000443017
H2AZ2	H3C7	864	0	189	884	ENSP00000308405	ENSP00000484095
H2AZ2	H4C14	845	0	192	869	ENSP00000308405	ENSP00000462667
H2AZ2	H3C1	864	0	189	884	ENSP00000308405	ENSP00000480826
H2AZ2	H4C3	845	0	192	869	ENSP00000308405	ENSP00000367034
H2AZ2	H2BC21	857	600	206	950	ENSP00000308405	ENSP00000358151
H2AZ2	H3C3	864	0	189	884	ENSP00000308405	ENSP00000484658
H2AZ2	H4C4	845	0	192	869	ENSP00000308405	ENSP00000479461
H2AZ2	H3C11	864	0	189	884	ENSP00000308405	ENSP00000483283
H2AZ2	H3C10	864	0	189	884	ENSP00000308405	ENSP00000358160
H2AZ2	H4C5	845	0	192	869	ENSP00000308405	ENSP00000484789
H2AZ2	H4C6	881	0	192	900	ENSP00000308405	ENSP00000244537
H2AZ2	H3C6	864	0	189	884	ENSP00000308405	ENSP00000482271
H2AZ2	H4C11	845	0	192	869	ENSP00000308405	ENSP00000347168
H2AZ2	H4C13	845	0	192	869	ENSP00000308405	ENSP00000480960
H2AZ2	H3C12	864	0	189	884	ENSP00000308405	ENSP00000352252
H2AZ2	H4C2	845	0	192	869	ENSP00000308405	ENSP00000366974
H2AZ2	H4C12	845	0	192	869	ENSP00000308405	ENSP00000479794
H2AZ2	H2BC11	705	600	248	903	ENSP00000308405	ENSP00000476136
H2AZ2	H3C2	864	0	189	884	ENSP00000308405	ENSP00000484841
H2AZ2	H3C8	864	0	189	884	ENSP00000308405	ENSP00000484638
H2AZ2	H4C1	845	0	192	869	ENSP00000308405	ENSP00000479106
H2AZ2	H3C4	864	0	189	884	ENSP00000308405	ENSP00000366999
H2AZ2	H4C9	845	0	192	869	ENSP00000308405	ENSP00000481486
CENPS	FANCB	790	900	0	978	ENSP00000308583	ENSP00000381378
CENPS	FANCE	790	900	0	978	ENSP00000308583	ENSP00000229769
CENPS	RPA1	790	600	0	912	ENSP00000308583	ENSP00000254719
CENPS	FANCG	790	900	0	978	ENSP00000308583	ENSP00000367910
CENPS	FANCL	790	900	0	978	ENSP00000308583	ENSP00000385021
CENPS	FANCF	790	900	0	978	ENSP00000308583	ENSP00000330875
CENPS	HES1	0	900	0	900	ENSP00000308583	ENSP00000232424
CENPS	FANCC	790	900	0	978	ENSP00000308583	ENSP00000289081
CENPS	CENPX	956	900	907	999	ENSP00000308583	ENSP00000376168
CENPS	FANCA	790	900	439	987	ENSP00000308583	ENSP00000373952
CENPS	FAAP20	270	900	340	947	ENSP00000308583	ENSP00000383710
CENPS	RMI1	790	900	72	978	ENSP00000308583	ENSP00000317039
CENPS	TOP3A	790	900	254	982	ENSP00000308583	ENSP00000442336
CENPS	BLM	790	900	0	978	ENSP00000308583	ENSP00000347232
CENPS	RPA2	790	600	0	912	ENSP00000308583	ENSP00000363017
CENPS	FAAP24	790	900	777	994	ENSP00000308583	ENSP00000466121
CENPS	FAAP100	790	900	396	986	ENSP00000308583	ENSP00000333283
CENPS	FANCM	957	900	869	999	ENSP00000308583	ENSP00000267430
CLOCK	CRY1	722	600	909	988	ENSP00000308741	ENSP00000008527
CLOCK	CRY2	688	600	598	945	ENSP00000308741	ENSP00000478187
CLOCK	SIRT1	366	0	901	934	ENSP00000308741	ENSP00000212015
CLOCK	PER2	626	600	532	923	ENSP00000308741	ENSP00000254657
CLOCK	CSNK1D	335	600	430	835	ENSP00000308741	ENSP00000324464
CLOCK	CSNK1E	634	600	145	864	ENSP00000308741	ENSP00000380044
HLTF	UBE2V2	584	600	639	934	ENSP00000308944	ENSP00000428209
HLTF	RAD18	565	600	848	971	ENSP00000308944	ENSP00000264926
HLTF	UBE2N	577	600	777	958	ENSP00000308944	ENSP00000316176
HLTF	PCNA	632	600	0	846	ENSP00000308944	ENSP00000368458
HLTF	UBE2B	319	600	480	845	ENSP00000308944	ENSP00000265339
HCFC1	WDR5	874	900	898	998	ENSP00000309555	ENSP00000351446
HCFC1	RBBP5	520	900	561	977	ENSP00000309555	ENSP00000264515
HCFC1	PHF20	239	900	248	937	ENSP00000309555	ENSP00000363124
HCFC1	KANSL3	0	800	0	800	ENSP00000309555	ENSP00000396749
HCFC1	MAX	128	900	56	910	ENSP00000309555	ENSP00000351490
HCFC1	RUVBL1	0	900	0	900	ENSP00000309555	ENSP00000318297
HCFC1	KANSL1	0	900	0	900	ENSP00000309555	ENSP00000262419
HCFC1	RUVBL2	0	900	0	900	ENSP00000309555	ENSP00000473172
HCFC1	ASH2L	587	900	503	977	ENSP00000309555	ENSP00000340896
HCFC1	BAP1	499	800	876	986	ENSP00000309555	ENSP00000417132
HCFC1	KDM1B	0	800	0	800	ENSP00000309555	ENSP00000297792
HCFC1	TAF9	0	900	0	900	ENSP00000309555	ENSP00000370193
HCFC1	INO80C	0	900	0	900	ENSP00000309555	ENSP00000391457
HCFC1	SETD1B	323	900	334	951	ENSP00000309555	ENSP00000442924
HCFC1	SETD1A	635	900	902	996	ENSP00000309555	ENSP00000262519
HCFC1	MCRS1	0	900	403	937	ENSP00000309555	ENSP00000349640
HCFC1	OGT	956	800	744	997	ENSP00000309555	ENSP00000362824
HCFC1	YY1	270	600	881	962	ENSP00000309555	ENSP00000262238
HCFC1	KAT8	483	900	278	959	ENSP00000309555	ENSP00000406037
HCFC1	KANSL2	0	800	0	800	ENSP00000309555	ENSP00000415436
HCFC1	DPY30	492	900	569	976	ENSP00000309555	ENSP00000345837
HCFC1	KMT2A	507	900	539	975	ENSP00000309555	ENSP00000436786
TERT	HUS1	0	900	0	900	ENSP00000309572	ENSP00000258774
TERT	WRAP53	270	900	807	984	ENSP00000309572	ENSP00000324203
TERT	XRCC6	406	900	0	938	ENSP00000309572	ENSP00000352257
TERT	NOP10	0	900	450	942	ENSP00000309572	ENSP00000332198
TERT	PIF1	0	0	914	914	ENSP00000309572	ENSP00000328174
TERT	SMARCA4	499	900	924	995	ENSP00000309572	ENSP00000395654
TERT	NHP2	0	900	479	945	ENSP00000309572	ENSP00000274606
TERT	RUVBL1	350	0	742	825	ENSP00000309572	ENSP00000318297
TERT	XRCC5	579	900	0	956	ENSP00000309572	ENSP00000375978
TERT	PINX1	532	900	905	995	ENSP00000309572	ENSP00000318966
TERT	TERF1	270	900	406	952	ENSP00000309572	ENSP00000276603
TERT	YWHAE	0	900	55	901	ENSP00000309572	ENSP00000264335
TERT	RAD1	0	900	0	900	ENSP00000309572	ENSP00000371469
TERT	NFKB1	0	900	0	900	ENSP00000309572	ENSP00000226574
TERT	GAR1	0	900	0	900	ENSP00000309572	ENSP00000226796
TERT	ABL1	0	900	260	922	ENSP00000309572	ENSP00000361423
TERT	ACD	270	600	550	857	ENSP00000309572	ENSP00000483117
TERT	TEP1	475	900	431	967	ENSP00000309572	ENSP00000262715
TERT	DKC1	560	900	949	997	ENSP00000309572	ENSP00000358563
TERT	SMG6	624	900	579	982	ENSP00000309572	ENSP00000263073
TERT	MTOR	270	900	0	923	ENSP00000309572	ENSP00000354558
TERT	POT1	377	600	536	874	ENSP00000309572	ENSP00000350249
TERT	RAD9A	0	900	0	900	ENSP00000309572	ENSP00000311360
RMI2	FANCM	892	0	352	927	ENSP00000310356	ENSP00000267430
RMI2	RMI1	948	800	935	999	ENSP00000310356	ENSP00000317039
RMI2	BLM	513	800	0	898	ENSP00000310356	ENSP00000347232
RMI2	TOP3A	731	800	816	989	ENSP00000310356	ENSP00000442336
ERCC4	LIG4	0	900	0	900	ENSP00000310520	ENSP00000484288
ERCC4	RCOR1	0	900	0	900	ENSP00000310520	ENSP00000262241
ERCC4	ZSWIM7	0	900	0	900	ENSP00000310520	ENSP00000382218
ERCC4	ERCC8	0	900	0	900	ENSP00000310520	ENSP00000265038
ERCC4	MUS81	618	600	263	877	ENSP00000310520	ENSP00000307853
ERCC4	KDM1A	0	900	0	900	ENSP00000310520	ENSP00000383042
ERCC4	XPC	161	900	0	912	ENSP00000310520	ENSP00000285021
ERCC4	MSH2	409	900	555	971	ENSP00000310520	ENSP00000233146
ERCC4	XPA	779	600	638	965	ENSP00000310520	ENSP00000364270
ERCC4	POLD1	0	900	0	900	ENSP00000310520	ENSP00000406046
